897 Mbps
913 Mbps
990 Mbps
990 Mbps
986 Mbps
989 Mbps
991 Mbps
989 Mbps
986 Mbps
988 Mbps
990 Mbps
899 Mbps
915 Mbps
910 Mbps
909 Mbps
908 Mbps
989 Mbps
989 Mbps
987 Mbps
968 Mbps
986 Mbps
988 Mbps
913 Mbps
989 Mbps
987 Mbps
909 Mbps
988 Mbps
986 Mbps
988 Mbps
988 Mbps
986 Mbps
987 Mbps
910 Mbps
968 Mbps
981 Mbps
898 Mbps
990 Mbps
977 Mbps
990 Mbps
988 Mbps
977 Mbps
891 Mbps
901 Mbps
985 Mbps
982 Mbps
963 Mbps
989 Mbps
987 Mbps
990 Mbps
964 Mbps
987 Mbps
980 Mbps
987 Mbps
977 Mbps
987 Mbps
989 Mbps
983 Mbps
987 Mbps
980 Mbps
987 Mbps
989 Mbps
906 Mbps
902 Mbps
988 Mbps
985 Mbps
906 Mbps
990 Mbps
980 Mbps
988 Mbps
985 Mbps
989 Mbps
987 Mbps
986 Mbps
980 Mbps
987 Mbps
987 Mbps
987 Mbps
990 Mbps
986 Mbps
986 Mbps
987 Mbps
983 Mbps
905 Mbps
898 Mbps
903 Mbps
991 Mbps
987 Mbps
987 Mbps
990 Mbps
987 Mbps
988 Mbps
924 Mbps
922 Mbps
897 Mbps
916 Mbps
905 Mbps
968 Mbps
989 Mbps
923 Mbps
914 Mbps
