921 Mbps
935 Mbps
925 Mbps
849 Mbps
833 Mbps
946 Mbps
938 Mbps
910 Mbps
859 Mbps
928 Mbps
918 Mbps
936 Mbps
935 Mbps
869 Mbps
854 Mbps
838 Mbps
863 Mbps
935 Mbps
857 Mbps
866 Mbps
924 Mbps
940 Mbps
938 Mbps
894 Mbps
854 Mbps
867 Mbps
922 Mbps
820 Mbps
856 Mbps
852 Mbps
934 Mbps
855 Mbps
853 Mbps
929 Mbps
931 Mbps
943 Mbps
926 Mbps
858 Mbps
928 Mbps
934 Mbps
848 Mbps
919 Mbps
930 Mbps
861 Mbps
864 Mbps
868 Mbps
846 Mbps
938 Mbps
924 Mbps
841 Mbps
944 Mbps
852 Mbps
859 Mbps
934 Mbps
851 Mbps
870 Mbps
843 Mbps
865 Mbps
922 Mbps
932 Mbps
868 Mbps
927 Mbps
927 Mbps
929 Mbps
923 Mbps
855 Mbps
943 Mbps
925 Mbps
934 Mbps
936 Mbps
869 Mbps
852 Mbps
929 Mbps
929 Mbps
940 Mbps
872 Mbps
937 Mbps
844 Mbps
864 Mbps
943 Mbps
939 Mbps
828 Mbps
865 Mbps
928 Mbps
937 Mbps
936 Mbps
938 Mbps
879 Mbps
872 Mbps
928 Mbps
878 Mbps
932 Mbps
943 Mbps
835 Mbps
845 Mbps
941 Mbps
860 Mbps
929 Mbps
944 Mbps
875 Mbps
